OKRSEK,STRANA,HLASY,batch
7,1,133,20
7,2,238,20
7,3,302,20
7,4,86,20
7,5,31,20
7,6,109,20
8,1,33,23
8,2,149,23
8,3,397,23
8,4,220,23
8,5,73,23
8,6,57,23
1,1,694,38
1,2,418,38
1,3,1689,38
1,4,457,38
1,5,521,38
1,6,531,38
5,1,791,40
5,2,1035,40
5,3,1699,40
5,4,664,40
5,5,586,40
5,6,536,40
2,1,793,46
2,2,1029,46
2,3,1797,46
2,4,491,46
2,5,545,46
2,6,643,46
3,1,678,50
3,2,673,50
3,3,1598,50
3,4,634,50
3,5,541,50
3,6,619,50
6,1,1478,57
6,2,1271,57
6,3,1953,57
6,4,509,57
6,5,896,57
6,6,583,57
4,1,896,64
4,2,928,64
4,3,1809,64
4,4,569,64
4,5,706,64
4,6,902,64
