index,OKRES,KODZASTUP,NAZEVZAST,COBVODU,POR_STR_HL,OSTRANA,VSTRANA_x,NAZEVCELK,ZKRATKAO30,ZKRATKAO8,POCSTR_SLO,SLOZENI,HLASY_STR,PROCHLSTR,MAND_STR,N_CANDIDATE,main_party,name,Short name,Name,VSTRANA_y,Barva
54,1100,500119,Praha 4,1,1,524,524,Svobodní Patrioti pro Prahu 4,Svobodní Patrioti pro Prahu 4,Patrioti ČR+NK,2,"080,1004",,,,45,80,Patrioti ČR+NK,Nezávislý kandidát,Nezávislý kandidát,80.0,#5C677A
55,1100,500119,Praha 4,1,2,371,371,ČSSD a nezávislí: Solidarita pro Prahu 4,ČSSD a nez.: Solidarita pro P4,ČSSD+NK,2,"007,080",,,,45,7,ČSSD+NK,ČSSD,Česká strana sociálně demokratická,7.0,#f9932e
56,1100,500119,Praha 4,1,3,340,340,SPOLEČNĚ PRO PRAHU 4 – STAROSTOVÉ A NEZÁVISLÍ A KDU - ČSL,SPOLEČNĚ PRO PRAHU 4,KDU-ČSL+STAN,2,"001,166",,,,45,1,KDU-ČSL+STAN,KDU-ČSL,Křesťanská a demokratická unie - Československá strana lidová,1.0,#ffd62e
57,1100,500119,Praha 4,1,4,47,47,KOMUNISTICKÁ STRANA ČECH A MORAVY,Komunistická str.Čech a Moravy,KSČM,1,047,,,,29,47,KSČM,KSČM,Komunistická strana Čech a Moravy,47.0,#e2354b
58,1100,500119,Praha 4,1,5,1545,1545,Pražská čtyřka (P4),Pražská čtyřka (P4),SPD+Trik+PES+NK,4,"080,1114,1227,1244",,,,45,80,SPD+Trik+PES+NK,Nezávislý kandidát,Nezávislý kandidát,80.0,#5C677A
59,1100,500119,Praha 4,1,6,768,768,ANO 2011,ANO 2011,ANO,1,768,,,,45,768,ANO,ANO,ANO 2011,768.0,#33cccc
60,1100,500119,Praha 4,1,7,364,364,Praha 4 sobě – sousedé a nezávislí,Praha 4 sobě - soused. a nez.,Zelení+NK,2,"005,080",,,,45,5,Zelení+NK,SZ,Strana zelených,5.0,#36da83
61,1100,500119,Praha 4,1,8,687,687,SPOLEČNĚ ODS a TOP 09,SPOLEČNĚ ODS a TOP 09,ODS+TOP 09,2,"053,721",,,,45,53,ODS+TOP 09,ODS,Občanská demokratická strana,53.0,#4175e0
62,1100,500119,Praha 4,1,9,541,541,Piráti a nezávislí,Piráti a nezávislí,Piráti+NK,2,"080,720",,,,45,80,Piráti+NK,Nezávislý kandidát,Nezávislý kandidát,80.0,#5C677A
