OKRSEK,STRANA,HLASY,batch
13,1,264,25
13,2,161,25
13,3,227,25
13,4,103,25
13,5,633,25
13,6,953,25
7,1,577,26
7,2,521,26
7,3,614,26
7,4,598,26
7,5,461,26
7,6,2222,26
14,1,768,27
14,2,292,27
14,3,385,27
14,4,335,27
14,5,305,27
14,6,1300,27
12,1,479,30
12,2,251,30
12,3,488,30
12,4,406,30
12,5,373,30
12,6,1500,30
1,1,734,32
1,2,215,32
1,3,330,32
1,4,372,32
1,5,366,32
1,6,1213,32
9,1,681,33
9,2,433,33
9,3,369,33
9,4,646,33
9,5,193,33
9,6,1393,33
8,1,1527,33
8,2,925,33
8,3,626,33
8,4,1022,33
8,5,562,33
8,6,2307,33
4,1,1322,33
4,2,632,33
4,3,767,33
4,4,1240,33
4,5,549,33
4,6,1305,33
5,1,774,34
5,2,602,34
5,3,707,34
5,4,537,34
5,5,469,34
5,6,1259,34
6,1,741,38
6,2,393,38
6,3,510,38
6,4,810,38
6,5,532,38
6,6,1435,38
11,1,1247,39
11,2,640,39
11,3,814,39
11,4,763,39
11,5,736,39
11,6,2104,39
2,1,1594,46
2,2,680,46
2,3,665,46
2,4,896,46
2,5,445,46
2,6,1864,46
3,1,1530,51
3,2,500,51
3,3,746,51
3,4,1178,51
3,5,711,51
3,6,2112,51
10,1,1385,52
10,2,715,52
10,3,867,52
10,4,793,52
10,5,626,52
10,6,2179,52
